user_id,title_id,watch_time_minutes,rating,watch_date
7966,30,124.0,,2024-12-13
1766,202,47.9,,2024-11-19
4134,611,68.6,,2024-12-28
127,66,66.3,,2024-11-28
6165,1692,112.0,,2024-10-20
314,411,90.3,,2024-04-07
1726,1567,92.5,5.0,2024-12-14
3310,1346,79.1,,2024-12-29
2118,1361,74.9,,2024-12-29
2721,104,143.0,,2024-11-09
1332,1277,76.6,,2024-12-29
2357,1482,70.2,,2024-12-04
2343,78,108.6,,2024-10-24
7210,1809,53.5,4.0,2024-11-18
9977,455,95.9,,2024-12-27
1586,1881,55.9,,2024-12-26
1763,1648,20.3,,2024-12-31
4560,249,95.4,2.0,2024-12-08
5825,982,15.4,,2024-12-09
7949,1187,133.4,,2024-10-17
9098,850,98.2,2.0,2024-10-17
4242,1831,102.8,3.0,2024-11-11
993,780,96.8,5.0,2024-11-27
8522,1696,102.1,2.0,2024-12-09
9416,1893,117.2,,2024-12-06
5070,1440,95.6,,2024-10-23
5661,1206,49.9,,2024-12-22
6777,1039,19.7,1.0,2024-12-13
7701,1732,65.7,3.0,2024-09-20
8464,1489,104.2,3.0,2024-10-17
5987,1299,57.4,,2024-12-24
9194,10,36.2,1.0,2023-09-27
6816,694,89.7,4.0,2024-11-26
7459,875,129.0,,2024-08-17
2458,288,106.4,,2024-12-29
3300,213,117.8,4.0,2024-12-11
2190,769,35.0,,2024-12-29
1391,205,98.4,2.0,2024-12-27
6851,395,94.7,,2024-12-22
4740,1768,46.9,5.0,2024-11-17
6486,641,58.2,3.0,2024-12-18
6104,1409,110.9,,2024-12-24
5803,1337,90.0,4.0,2024-12-02
6196,695,147.3,4.0,2024-12-01
4900,147,77.1,5.0,2024-07-02
6115,1767,51.5,4.0,2024-12-27
7368,535,91.6,5.0,2024-12-21
3311,1525,105.0,1.0,2024-12-22
2429,348,106.5,5.0,2024-10-10
7924,1916,129.0,4.0,2024-11-29
838,1662,31.1,,2024-11-30
6135,1588,61.3,,2024-08-19
1909,389,143.3,,2024-12-18
4527,546,50.1,,2024-12-23
4210,1146,71.3,,2024-12-22
1578,487,22.3,,2024-12-12
9337,378,176.2,,2024-12-20
8579,196,153.3,2.0,2024-12-26
3637,939,91.3,,2024-09-18
8309,1305,27.2,,2024-10-23
4346,378,73.3,,2024-12-28
4835,148,78.0,5.0,2024-11-20
6530,661,92.2,1.0,2024-11-28
8895,124,180.0,4.0,2024-12-31
6484,1840,89.6,,2024-12-31
3247,1143,129.3,4.0,2024-12-22
162,1928,85.4,,2024-12-13
1618,1434,119.5,,2024-12-21
6242,972,128.7,,2024-12-22
5375,1166,94.2,2.0,2024-11-27
2036,922,85.6,,2024-03-08
944,922,88.5,,2024-11-26
4451,1718,74.9,,2023-06-22
9472,261,130.0,,2024-10-04
6917,1977,83.2,3.0,2024-12-28
5120,1921,129.9,,2024-12-31
7154,506,78.8,,2024-12-06
8880,533,32.6,,2024-12-03
1789,733,51.0,1.0,2024-12-28
4795,1149,106.8,3.0,2024-10-11
5836,374,153.7,5.0,2024-12-07
6623,733,84.2,3.0,2024-12-15
1781,1679,67.2,1.0,2024-12-17
1501,1051,63.0,,2024-12-06
825,440,34.5,1.0,2024-12-13
6138,1672,102.4,,2024-10-18
7992,1695,88.1,,2024-08-21
2189,2000,98.9,,2024-11-26
7821,1338,56.5,,2024-12-31
1904,199,125.7,,2024-12-11
8212,149,139.4,,2024-11-22
2231,1147,98.3,5.0,2024-06-28
3593,53,130.7,,2024-11-25
68,1230,58.1,,2024-12-29
5654,1900,45.4,,2024-09-01
1385,289,87.4,,2024-11-01
5353,163,61.4,,2024-10-23
418,560,145.0,2.0,2024-12-26
1601,22,116.0,3.0,2024-12-19
1757,1487,35.7,3.0,2024-12-28
7454,357,168.4,3.0,2024-12-04
9904,1523,156.7,1.0,2024-10-08
5188,140,93.5,,2024-11-09
3916,1803,47.2,2.0,2024-12-22
3267,636,103.5,2.0,2024-12-01
1681,147,164.6,3.0,2024-10-03
3739,1602,113.0,3.0,2024-12-10
8386,1582,71.9,,2024-12-18
371,373,94.8,,2024-12-13
7826,1625,85.8,3.0,2024-12-19
9044,823,62.5,,2024-05-26
599,1996,105.9,,2024-11-07
8528,1250,45.4,,2024-12-19
7663,1758,110.4,,2024-09-18
6615,331,113.5,1.0,2024-09-20
3079,897,164.5,,2024-05-08
9237,1828,158.7,,2024-11-12
2140,945,100.4,4.0,2024-11-22
7762,1218,77.4,2.0,2024-12-28
405,1707,20.7,,2024-11-23
9620,1642,133.4,3.0,2024-12-21
3479,1573,144.8,3.0,2024-12-28
5918,1116,85.0,1.0,2024-12-28
3067,648,100.4,,2024-12-12
272,637,139.6,,2024-12-13
5558,1131,65.4,4.0,2024-11-08
2464,154,130.7,2.0,2024-11-09
2781,622,25.6,,2024-11-14
535,1011,50.6,,2024-12-23
7309,676,180.0,,2024-12-13
3291,97,70.3,,2024-12-20
619,1695,77.0,4.0,2024-11-23
4589,1086,70.2,5.0,2024-11-15
529,1964,65.1,,2024-11-07
8940,331,145.6,3.0,2024-11-16
9718,592,102.0,2.0,2024-09-26
8320,332,40.2,4.0,2024-12-30
9985,554,50.6,,2024-10-13
328,551,95.3,,2024-12-24
1911,968,100.8,,2024-12-21
1741,1177,66.9,4.0,2024-12-29
5286,1888,71.5,,2024-05-12
4901,1927,88.0,,2024-12-31
9118,1648,32.7,,2024-12-10
9055,1344,47.9,4.0,2024-12-03
7740,1778,43.2,,2024-12-23
7798,1636,70.3,4.0,2024-08-27
4428,1703,66.5,,2024-09-27
6782,1962,85.8,,2024-12-21
168,1502,83.2,,2024-12-31
8125,1039,86.7,3.0,2024-12-10
6825,407,82.6,4.0,2024-12-12
4280,1417,108.5,,2024-12-18
6953,1682,117.4,,2024-12-11
108,1662,85.8,,2024-12-23
4326,133,149.8,,2024-12-27
9418,871,82.1,,2024-10-11
337,949,92.4,,2024-12-27
3722,1625,131.6,,2024-08-14
4231,263,170.6,,2024-12-28
1540,448,93.6,3.0,2024-12-14
6967,990,108.0,,2024-12-30
4424,1021,95.6,4.0,2024-12-01
3530,1411,116.9,,2024-11-18
833,1873,81.4,,2024-12-29
4270,112,85.9,,2024-10-22
4516,1969,86.3,,2024-12-14
7155,1898,87.9,2.0,2024-11-27
7618,1337,93.4,,2024-12-05
358,734,180.0,2.0,2024-12-14
6025,1310,78.7,,2024-12-10
8383,1201,76.4,5.0,2024-12-30
7590,259,73.0,,2024-10-04
3008,278,130.7,3.0,2024-12-08
3306,383,99.6,,2024-12-07
3004,926,60.8,3.0,2024-12-17
3291,1100,59.3,5.0,2024-12-21
3663,1361,64.0,,2024-01-07
6686,1951,110.3,,2024-12-17
9270,1055,92.8,3.0,2024-12-29
8333,1827,50.2,,2024-12-01
8557,1463,74.9,3.0,2024-04-28
9881,122,132.4,,2024-11-28
604,234,77.2,,2024-12-27
4809,432,62.1,5.0,2024-12-24
6954,1866,105.9,,2024-12-31
3760,865,88.2,,2024-12-18
4658,64,180.0,3.0,2024-11-15
837,1172,129.7,,2024-11-08
109,379,100.1,,2024-12-08
4310,1482,107.5,4.0,2024-12-23
712,1028,51.4,,2024-12-22
9973,1551,84.9,,2024-12-19
475,1345,79.5,,2024-08-24
5005,977,44.9,3.0,2024-10-06
2092,941,71.9,,2024-10-26
7001,1363,57.0,3.0,2024-12-26
9290,1120,58.4,,2024-08-30
1342,894,57.8,5.0,2024-12-27
5256,1460,54.9,,2024-11-09
2226,1071,74.0,,2024-09-15
5516,1269,78.1,,2024-12-02
9160,1426,70.8,,2024-12-25
1032,363,164.7,,2024-11-17
508,1726,40.9,,2024-12-04
2023,795,67.5,,2024-12-25
270,336,103.5,,2024-12-10
3091,1455,103.5,1.0,2024-12-23
4973,1016,17.7,,2024-12-20
7821,796,44.0,,2024-11-15
3748,697,77.5,3.0,2024-12-21
4887,1716,79.6,3.0,2024-12-29
4736,45,62.8,,2024-12-18
1466,199,93.9,,2024-10-16
38,762,58.1,2.0,2024-12-31
1311,1058,36.5,,2024-11-05
8774,72,145.4,,2024-12-14
4945,1343,69.5,2.0,2024-04-22
3820,1018,30.6,2.0,2024-12-22
8957,1267,55.0,3.0,2024-08-19
5551,47,41.3,,2024-12-27
5040,265,43.2,,2024-11-19
4334,379,153.1,,2024-12-10
8032,1813,36.7,3.0,2024-12-23
6918,1829,170.4,,2024-12-04
9401,467,79.8,,2024-12-14
8864,137,91.9,,2024-12-26
2096,1481,66.5,,2024-12-14
4285,889,32.9,,2024-12-11
6970,1683,150.7,,2024-12-13
1002,37,95.2,,2024-12-02
6644,782,5.0,,2024-12-27
9823,270,86.3,4.0,2024-12-27
8937,872,112.3,3.0,2024-12-11
5407,142,106.0,,2024-12-15
3036,1574,57.6,,2024-10-23
9989,542,111.8,,2024-12-23
4103,1360,111.5,,2024-12-15
6174,308,74.7,5.0,2024-12-29
4618,1945,77.4,1.0,2024-12-24
9519,767,81.0,,2024-12-27
7522,654,93.6,,2024-12-18
5594,239,106.1,,2024-12-25
1611,141,132.7,,2024-11-15
2599,15,18.7,4.0,2024-11-21
8839,1890,49.1,,2024-12-26
9148,474,61.7,,2024-01-13
3050,1055,124.8,2.0,2024-09-10
6528,506,67.4,,2024-12-30
8165,817,106.2,,2024-12-31
1042,1780,56.4,,2024-12-02
1855,212,131.8,2.0,2024-12-08
167,99,58.1,,2023-03-02
7260,1629,80.0,,2024-12-01
8084,1098,85.7,4.0,2024-11-22
8284,1385,19.1,,2024-11-13
4948,684,57.2,,2024-12-21
9608,1990,49.3,,2024-12-15
3383,1621,123.6,,2024-08-28
8257,235,71.2,,2024-07-23
9544,1755,106.3,4.0,2024-10-16
7243,1563,129.8,2.0,2024-12-24
7642,1154,58.5,,2024-12-03
251,1906,93.3,,2024-12-31
2691,697,68.4,,2024-12-30
82,354,68.5,1.0,2024-09-29
799,908,87.5,,2024-12-19
5286,291,106.2,,2024-12-21
4469,43,157.0,,2024-12-21
3586,1735,89.9,2.0,2024-10-06
5486,14,128.4,,2024-12-29
4255,1331,29.4,4.0,2024-11-30
5345,735,137.9,,2024-12-31
2440,1527,109.2,,2024-12-15
9588,393,104.4,,2024-06-14
8221,101,128.7,,2024-12-30
8291,587,44.7,,2024-12-18
8824,799,130.1,,2024-12-21
3158,1117,108.4,5.0,2024-11-24
9328,1659,32.7,3.0,2024-09-13
4631,600,25.2,,2024-12-23
2100,1392,36.8,,2024-11-18
9874,1277,153.2,3.0,2024-12-07
3607,233,49.6,2.0,2024-12-23
5977,329,98.3,3.0,2024-11-01
4192,1276,79.4,,2024-12-05
6647,33,91.8,,2024-12-17
311,340,74.0,,2024-02-04
4830,1920,49.5,,2024-12-02
4172,256,61.4,,2024-12-20
3639,754,132.8,,2024-12-19
4547,643,59.9,,2024-09-17
8275,1635,57.0,,2024-07-16
4346,1827,80.9,,2024-12-22
1325,1414,37.1,,2024-12-04
8584,1533,48.0,4.0,2024-10-12
189,775,55.1,,2024-12-08
302,1027,110.9,,2024-11-09
9153,1972,93.3,4.0,2024-11-19
6311,656,35.3,1.0,2024-07-31
9020,926,48.6,,2024-12-31
1200,131,123.7,,2024-12-22
9104,711,40.7,,2024-12-11
8096,1374,75.0,,2024-11-22
2813,55,133.9,,2024-12-29
2489,1279,97.7,,2024-12-31
6575,1253,47.0,,2021-11-07
3581,977,119.5,,2024-11-22
1373,1318,67.4,,2024-11-19
1648,1706,144.1,2.0,2023-08-15
7160,1987,126.7,4.0,2024-12-31
9495,1719,104.8,,2024-12-20
4427,911,95.9,,2024-11-11
397,1377,133.9,,2024-08-10
2603,1149,109.5,3.0,2024-12-26
1807,552,131.3,4.0,2024-11-20
6856,727,78.1,,2024-12-29
4983,548,60.6,,2024-10-30
1151,1241,64.9,4.0,2024-12-21
2852,1221,77.2,,2024-10-08
2067,1293,93.9,4.0,2024-11-29
6589,1778,180.0,3.0,2024-11-27
7164,328,130.5,3.0,2024-12-07
1237,1230,26.3,,2024-11-06
6793,1006,89.4,,2024-12-24
5778,1900,71.9,,2024-09-12
7356,997,77.2,4.0,2024-12-22
5855,1187,32.9,,2024-11-23
1506,1597,82.3,,2022-11-12
3772,1743,98.4,,2024-12-29
472,1234,97.5,,2024-10-30
5006,698,72.0,2.0,2024-12-28
6678,571,77.5,3.0,2024-12-15
171,1915,88.0,,2024-10-05
9974,6,94.8,,2024-10-26
8843,1787,71.5,,2024-12-25
3325,503,90.0,,2024-12-25
1647,1711,116.2,3.0,2024-12-18
6151,670,150.9,5.0,2024-12-10
6216,251,138.0,5.0,2024-12-22
9376,1939,57.6,1.0,2024-11-25
8870,1792,91.1,,2024-12-15
7722,1075,53.1,4.0,2024-01-17
8296,738,104.1,,2024-11-30
3484,1875,99.0,,2024-11-25
1761,981,83.6,,2024-12-20
4027,652,40.8,,2024-11-19
1689,1339,26.6,,2024-12-22
6498,1736,102.8,2.0,2024-11-16
68,828,66.8,,2024-09-14
257,446,86.5,,2024-11-16
4818,419,114.9,2.0,2024-12-02
5363,906,5.0,,2024-12-11
8398,1773,85.0,,2024-12-06
4727,12,140.5,,2024-11-20
8131,1535,89.4,,2024-12-23
8196,766,59.8,1.0,2024-12-27
5390,1916,95.9,,2024-11-17
9103,63,124.6,4.0,2024-09-22
4224,476,134.1,2.0,2024-12-16
7325,1916,81.4,4.0,2024-11-19
6163,1562,96.6,4.0,2024-12-19
2498,609,93.3,3.0,2024-12-24
2844,1668,109.9,4.0,2024-12-28
3380,742,100.0,5.0,2024-12-05
2264,482,75.4,1.0,2023-06-18
2722,520,85.5,3.0,2024-12-27
8378,1485,129.5,,2024-11-24
6010,121,158.0,,2024-12-08
5020,1574,67.6,,2024-11-11
9615,759,122.5,,2024-12-03
81,467,110.4,3.0,2024-12-15
5114,225,73.5,5.0,2024-12-24
1502,20,79.2,4.0,2024-12-31
90,958,48.3,,2024-11-26
8342,1168,72.4,,2024-08-04
8685,1200,139.7,3.0,2024-12-24
4662,1716,51.9,,2024-12-31
4082,1885,59.0,,2024-10-19
3232,1998,102.6,,2024-12-07
8747,565,149.2,,2024-12-20
2181,1142,101.9,,2024-12-26
6696,219,62.4,4.0,2024-12-28
2317,1138,83.0,,2024-12-27
6959,207,133.9,,2024-08-30
986,1523,53.0,2.0,2024-10-20
2116,435,121.4,,2024-11-23
5119,1869,7.0,4.0,2024-12-21
941,489,36.3,4.0,2024-11-27
3237,1259,48.3,,2024-11-22
4022,254,83.2,,2024-12-03
3318,1668,118.3,,2024-12-28
3371,1606,43.4,3.0,2024-12-13
6248,517,68.3,3.0,2024-12-27
4996,1573,68.9,,2024-10-26
1888,1785,69.4,3.0,2024-12-03
6823,1009,119.9,,2024-11-23
3429,1119,69.2,,2024-10-28
4393,1,125.6,4.0,2024-11-01
8647,880,44.8,5.0,2024-12-23
3033,1718,82.1,4.0,2024-12-27
4301,801,32.2,1.0,2024-11-16
9403,1595,111.7,,2024-12-29
7535,822,114.9,,2024-01-19
1735,1703,119.6,,2024-12-23
8374,433,71.0,4.0,2024-11-12
6051,246,72.9,,2024-12-30
2950,1,59.4,,2024-11-13
1020,1517,38.2,4.0,2024-10-07
778,1311,32.8,,2024-12-31
1007,135,155.4,,2024-09-09
4243,1982,117.3,,2024-06-23
9017,1869,102.2,,2024-11-27
5329,1561,34.4,,2024-11-24
4949,1823,5.0,,2024-12-10
1699,1150,113.0,,2024-11-09
6431,1966,66.5,,2024-12-25
8693,481,40.1,,2024-12-26
3708,1428,18.2,3.0,2024-09-22
1304,1958,83.6,4.0,2024-12-05
9941,461,152.1,3.0,2024-12-25
2827,6,90.5,,2024-12-18
2107,201,83.9,,2024-10-04
5353,379,69.4,,2024-11-30
3957,1156,61.4,,2024-12-13
9706,1742,82.8,1.0,2024-12-14
7137,895,141.8,,2024-11-08
5048,1141,129.2,3.0,2024-12-27
8835,406,111.1,,2024-11-26
4105,1937,30.6,,2024-12-31
1773,807,130.1,,2024-12-18
2964,1924,103.4,4.0,2024-12-28
2233,511,129.9,3.0,2024-12-01
8138,221,99.0,3.0,2024-12-17
5406,1877,98.7,,2024-12-01
3211,1734,72.7,,2024-12-10
8831,1659,141.2,,2024-09-19
4,323,57.4,,2024-12-27
3377,1301,54.8,,2024-12-30
1630,742,80.2,,2024-12-14
3976,1650,67.3,5.0,2024-11-27
7326,697,28.0,3.0,2024-12-07
8444,1478,129.2,,2024-11-14
7601,1737,54.0,4.0,2024-12-07
2439,702,5.0,,2024-12-01
3952,459,114.2,3.0,2024-11-04
3181,729,50.0,,2024-09-03
3154,1301,90.0,,2024-12-18
6073,229,88.6,3.0,2024-10-31
2430,1158,98.3,3.0,2024-12-24
5589,1245,35.4,,2024-12-25
8536,808,70.3,3.0,2024-12-25
7044,1797,56.4,,2024-12-22
7598,1604,144.9,2.0,2024-12-30
251,1460,60.6,2.0,2024-11-25
4220,1794,100.3,,2024-12-26
7808,1977,138.3,,2024-12-18
223,1068,47.0,2.0,2024-02-01
4392,1162,180.0,3.0,2024-12-29
8551,254,112.6,5.0,2024-10-15
7747,962,52.3,4.0,2024-12-06
3926,1780,90.6,,2024-12-07
7315,434,49.2,4.0,2024-12-30
1240,667,78.0,,2024-12-19
6150,1787,83.2,2.0,2024-11-11
223,413,69.3,,2024-09-13
3595,929,50.0,4.0,2024-11-29
7850,1282,16.4,,2024-11-01
7130,1391,33.5,,2024-12-22
1824,241,171.3,2.0,2024-12-14
6835,952,131.9,3.0,2023-12-07
2757,1060,106.9,,2024-12-07
4315,155,151.9,,2024-10-30
6679,1784,63.8,,2024-10-02
5771,420,84.9,,2024-10-24
5981,849,52.5,,2024-11-04
6550,1379,23.1,,2024-12-03
7943,1899,38.1,,2024-11-30
7796,1127,93.5,4.0,2024-12-19
9583,1985,30.2,,2024-07-13
4360,1523,47.4,3.0,2024-12-14
5834,1349,143.1,3.0,2022-11-28
2984,1382,122.8,,2024-12-25
4865,1251,49.2,4.0,2024-12-15
8166,1065,46.9,4.0,2024-11-25
450,581,95.6,3.0,2024-10-15
48,21,135.7,3.0,2024-12-01
8795,1828,96.5,,2024-02-20
9734,130,94.3,,2024-12-24
1376,1645,97.3,,2024-12-31
7523,129,180.0,,2024-11-18
1689,1320,86.0,,2024-10-17
6493,252,154.7,,2024-12-14
8309,1685,5.0,3.0,2024-11-03
3400,11,152.2,,2024-12-27
7090,746,92.2,3.0,2024-12-20
9131,917,54.5,,2024-12-29
5049,1292,43.1,,2024-10-24
1017,105,119.8,2.0,2024-12-11
8163,1871,141.0,,2024-12-13
4054,437,109.9,1.0,2024-04-14
6527,116,118.0,4.0,2024-12-19
4123,135,71.9,,2024-12-23
9419,1974,67.1,,2024-11-23
9858,191,137.4,3.0,2024-09-18
5619,317,62.9,3.0,2024-11-01
7443,1719,97.7,,2024-12-30
4792,1817,45.7,5.0,2024-12-01
9079,1578,73.7,,2024-11-23
2694,965,61.2,3.0,2024-12-13
4683,1086,91.4,3.0,2024-12-17
8659,1662,110.5,4.0,2024-10-15
8960,748,161.8,,2024-12-02
6589,1543,180.0,4.0,2024-12-23
2144,10,86.0,,2024-10-19
2982,116,121.1,3.0,2024-12-21
6472,1641,160.3,2.0,2024-12-27
9949,1038,87.7,2.0,2024-12-13
9748,909,86.0,4.0,2024-12-04
714,492,111.5,,2024-12-26
3689,349,98.6,4.0,2024-12-22
9730,1689,75.9,,2024-12-04
7948,678,123.3,4.0,2024-12-10
9963,1504,86.7,1.0,2024-12-08
7085,1320,141.4,,2024-12-25
286,1604,118.9,3.0,2024-11-15
136,1117,45.3,2.0,2023-11-08
5966,606,83.2,,2024-11-25
5673,498,53.7,,2024-11-07
94,1877,83.4,3.0,2024-12-29
9383,1717,5.0,,2024-09-10
3873,1424,89.4,,2024-11-09
3653,1129,92.0,4.0,2024-12-15
2824,1083,180.0,,2024-12-16
9193,821,31.5,4.0,2024-09-29
330,633,54.7,,2024-09-09
5467,871,117.9,5.0,2024-12-18
495,413,56.5,,2024-12-03
142,1367,57.3,,2024-10-13
2929,231,86.5,3.0,2024-10-29
637,213,69.6,,2024-09-04
140,1123,43.1,,2024-12-09
7120,1053,105.1,4.0,2024-12-31
5501,347,72.4,,2024-12-21
2819,1633,77.1,,2024-11-10
3948,527,111.7,,2024-11-25
1561,1385,136.4,4.0,2024-12-19
8146,1584,99.9,,2024-12-31
3846,1465,82.4,,2024-12-22
5309,187,86.5,,2024-09-11
637,1170,83.8,,2024-10-21
4120,131,87.9,,2024-07-26
2821,959,109.2,,2024-12-16
3075,1635,43.6,,2024-12-26
1009,1226,102.4,,2024-12-22
355,1679,101.6,,2024-10-06
4159,688,5.0,,2024-09-19
7078,915,61.3,,2024-12-08
4784,537,43.9,3.0,2024-12-28
8932,466,91.9,3.0,2023-03-06
6510,164,69.8,,2024-11-28
6945,1028,108.2,1.0,2024-10-01
7384,12,180.0,4.0,2024-11-22
4178,135,58.6,2.0,2024-11-27
8174,1365,21.4,4.0,2024-12-09
7408,46,47.0,,2023-08-02
5905,697,121.2,,2024-11-15
1788,1373,158.1,,2024-12-30
6964,530,117.5,5.0,2024-11-14
6980,1365,86.8,,2024-11-17
6361,1756,46.9,,2024-08-24
2452,1771,123.9,5.0,2024-10-19
9870,360,106.9,,2024-12-01
7607,802,70.8,,2024-12-11
6395,1092,65.1,,2024-12-03
1272,1161,61.7,,2024-10-30
2332,1308,136.9,,2024-10-29
8667,976,49.9,,2024-12-24
4279,1536,51.2,1.0,2024-09-27
2963,358,54.4,,2024-12-10
2742,187,113.5,,2024-10-17
8229,1136,66.4,,2024-10-18
6991,692,104.7,,2024-11-24
3827,384,69.4,,2023-03-22
7578,576,62.5,,2024-12-21
1087,1947,80.9,,2024-12-27
7853,1786,40.9,,2024-12-25
7029,1552,64.6,,2024-11-05
7950,1960,153.3,3.0,2024-12-21
5164,1569,69.6,,2024-11-22
2857,1558,88.7,,2024-12-01
4320,1926,86.3,,2024-12-25
8878,238,140.9,5.0,2024-12-11
8854,449,81.1,,2024-11-06
1633,1566,47.3,,2024-12-17
4744,1046,97.9,,2024-12-30
4833,419,117.0,,2024-05-06
4923,749,48.5,,2024-11-01
3868,830,39.7,,2024-12-08
4886,70,111.0,3.0,2024-09-28
9071,1133,77.4,5.0,2024-12-18
6242,481,92.0,,2024-12-29
3520,1328,68.4,,2024-12-07
470,1796,86.0,4.0,2024-12-18
2689,360,150.3,2.0,2024-12-21
1961,442,90.9,,2024-11-13
1761,257,110.3,,2024-11-07
7288,720,71.8,,2024-12-16
7899,450,83.1,2.0,2024-12-26
7229,817,113.8,3.0,2024-12-04
6058,999,104.5,,2024-11-12
6461,1364,55.1,3.0,2024-11-16
9853,1189,91.2,,2024-09-23
9857,668,29.5,4.0,2024-09-24
5341,1771,91.8,2.0,2024-12-31
1018,1587,37.5,3.0,2024-12-31
3803,1949,130.3,4.0,2024-12-08
1824,419,115.1,5.0,2024-12-14
1179,1758,50.4,,2024-12-31
3294,270,95.0,,2024-01-09
4387,1892,122.8,5.0,2024-12-25
2700,632,129.6,,2024-12-31
2082,268,118.8,3.0,2024-12-25
2169,1995,58.5,,2024-12-21
6152,1566,59.7,4.0,2024-11-18
8909,513,60.4,,2024-12-24
6029,1030,15.7,3.0,2024-11-30
310,1207,139.4,,2024-10-08
6600,570,54.6,4.0,2024-12-02
5530,869,60.6,4.0,2024-12-24
216,1908,163.3,,2024-11-29
6694,215,94.0,,2024-11-11
5227,18,76.9,,2024-12-25
1231,1010,95.3,5.0,2024-12-20
2331,1561,105.1,,2024-12-28
8926,512,121.6,,2024-12-13
6038,844,62.6,,2024-12-25
9967,633,67.9,,2024-12-24
2721,959,80.2,3.0,2024-10-31
9057,889,147.3,4.0,2024-12-08
1671,1559,108.0,,2024-12-29
3045,942,49.0,,2024-12-31
7893,905,64.5,,2024-12-19
8914,931,154.5,,2024-09-20
8928,524,41.7,,2024-07-19
1667,540,90.8,,2024-12-17
932,752,95.0,,2024-12-18
7005,1881,77.6,2.0,2024-12-23
18,1436,73.1,,2024-11-30
5333,1911,64.7,4.0,2024-12-12
5522,206,82.2,,2024-10-17
6406,907,169.7,4.0,2024-11-23
9720,1840,63.5,5.0,2024-12-28
2040,1080,79.5,5.0,2024-11-18
3155,1185,49.2,2.0,2024-12-31
5106,1295,125.5,,2024-09-30
9858,1529,126.3,,2024-11-13
3806,1828,131.2,,2024-12-27
7861,712,95.2,3.0,2024-12-10
5027,554,127.4,3.0,2024-12-10
8180,39,121.9,3.0,2024-12-11
6260,1999,87.2,,2024-12-01
9658,401,54.1,,2024-07-10
2307,1552,56.9,,2024-12-30
3631,325,56.0,,2024-12-04
9504,901,65.6,,2024-07-10
5961,1581,29.4,4.0,2024-12-31
5845,950,118.5,,2024-11-17
9885,805,136.0,2.0,2024-12-29
4440,1475,114.7,4.0,2024-12-19
6774,22,57.0,,2024-12-01
3955,58,78.8,,2024-11-21
6143,780,64.8,3.0,2024-11-17
4616,1924,44.4,3.0,2024-12-18
3374,1715,124.8,,2024-12-14
5985,1642,67.4,,2024-11-13
8893,484,47.5,3.0,2023-10-26
9589,144,180.0,,2024-12-15
8084,79,121.9,,2024-12-13
970,983,69.8,4.0,2024-12-15
5221,1150,100.6,3.0,2024-12-15
7237,60,86.8,,2024-12-28
5976,384,86.7,2.0,2024-12-18
4609,363,134.9,3.0,2024-11-11
6937,1791,47.8,2.0,2024-08-30
6097,1291,91.9,,2024-12-23
3883,1948,59.0,,2024-11-25
7565,906,75.9,,2024-11-29
1499,501,85.3,,2024-12-09
2219,1171,125.3,,2024-12-26
5985,1160,53.6,3.0,2024-12-16
8136,120,75.6,3.0,2024-11-25
9365,1464,52.3,,2024-11-16
5356,1981,73.4,,2024-09-27
3486,658,51.3,4.0,2024-12-26
6767,1314,102.2,,2023-11-24
281,716,87.9,,2024-10-15
547,256,95.7,,2024-12-04
1694,201,85.2,,2024-10-18
9277,1843,98.9,,2024-11-23
6207,350,73.3,,2024-12-11
4019,60,96.6,,2024-12-07
8879,1399,41.9,,2024-10-04
24,1705,106.1,3.0,2024-10-04
4983,896,57.9,,2024-12-27
1268,992,86.5,,2024-11-06
1426,1408,96.5,4.0,2024-10-13
272,915,78.8,4.0,2024-12-23
8551,1741,101.3,2.0,2024-11-17
2051,1331,88.3,,2024-11-25
2933,1928,80.1,4.0,2024-12-23
3039,1227,88.7,,2024-12-11
3574,1632,107.5,,2024-12-23
2567,1935,74.3,,2024-12-28
6523,1386,96.0,,2024-06-13
242,1972,64.8,,2024-10-26
1340,1301,103.7,,2024-11-29
7733,1671,143.4,,2024-12-17
8490,870,60.4,4.0,2024-11-24
4688,1235,71.6,4.0,2024-12-26
4510,1830,48.8,,2024-11-13
8135,342,35.5,4.0,2024-11-18
7856,1901,127.0,4.0,2024-12-26
7970,894,45.9,,2024-12-04
6917,64,113.9,3.0,2024-12-11
5752,56,122.9,3.0,2024-10-12
891,1547,66.1,4.0,2024-12-27
7643,1261,66.0,,2024-12-21
6402,1343,83.4,1.0,2024-12-31
7655,1114,86.3,,2024-12-06
3080,1786,133.6,,2024-10-28
2119,1674,82.0,1.0,2024-12-13
2319,1264,51.3,,2024-12-30
7187,1438,95.8,4.0,2024-11-11
1946,1080,127.3,,2024-11-29
4811,1948,81.1,,2024-12-06
7295,192,120.1,,2024-10-15
9566,502,88.4,2.0,2024-12-23
9349,1240,43.3,,2024-12-24
2808,540,38.8,,2024-11-12
2451,1769,54.5,3.0,2024-12-04
137,182,180.0,,2024-08-01
4004,1821,105.7,,2024-12-31
8382,607,58.8,,2024-12-23
411,1924,29.8,3.0,2024-09-29
1803,1027,136.0,,2024-12-03
387,1857,38.8,,2024-12-19
8463,619,67.5,3.0,2024-12-29
9072,476,119.5,,2024-11-05
3195,566,83.7,4.0,2024-12-02
1883,1029,96.1,,2024-11-22
3519,1850,97.0,,2024-12-29
