user_id,age,gender,country,subscription_plan,device_type,churn,avg_watch_time,sessions_per_week,preferred_genre,rating_behavior,join_date,last_active_date,cluster,monthly_revenue,months_active,ltv,watch_time_minutes,total_watch_time,engagement_multiplier,ltv_adjusted
2246,59,F,India,standard,tablet,0,95.9,8,Mystery,occasional,2020-05-11,2024-12-25,2,14.99,56.3,843.937,1585.4,1585.4,1.9560969726209143,1650.8226107827766
2247,30,F,Japan,basic,tablet,1,30.4,1,Comedy,occasional,2021-06-19,2024-09-23,3,9.99,39.733333333333334,396.93600000000004,368.9,368.9,1.2224701483536364,485.2424108068991
2248,54,F,India,standard,laptop,0,90.2,6,Action,frequent,2022-03-01,2024-12-30,2,14.99,34.5,517.155,879.4,879.4,1.5303340972138462,791.4199300446265
2249,42,M,Germany,standard,tv,0,88.3,3,Fantasy,occasional,2021-11-10,2024-12-27,2,14.99,38.1,571.119,1558.0,1558.0,1.939573030997467,1107.7270098902425
2250,39,F,Italy,basic,laptop,0,73.5,2,Crime,occasional,2022-07-12,2024-12-31,2,9.99,30.1,300.699,1726.4,1726.4,2.041128934989748,613.7654296224822
2251,36,M,USA,standard,mobile,0,63.3,5,Action,frequent,2020-03-13,2024-12-31,3,14.99,58.46666666666667,876.4153333333334,770.7,770.7,1.4647810879266676,1283.756605435613
2252,38,F,Spain,premium,tv,1,117.7,4,Crime,rare,2022-09-17,2024-11-05,1,19.99,26.0,519.74,1916.3000000000002,1916.3000000000002,2.1556507055843688,1120.37789772042
2253,40,F,France,standard,tv,1,50.9,5,Comedy,frequent,2020-11-22,2024-11-06,2,14.99,48.166666666666664,722.0183333333333,732.6,732.6,1.4418043661801954,1041.0091854621476
2254,25,M,Japan,premium,tablet,0,130.0,9,Romance,rare,2022-03-07,2024-12-31,0,19.99,34.333333333333336,686.3233333333334,1107.4,1107.4,1.6678325895549393,1144.672422305311
2255,49,F,UK,standard,tv,0,90.9,6,Horror,occasional,2021-01-03,2024-12-28,2,14.99,48.5,727.015,868.9,868.9,1.524001929803401,1107.9722629960197
2256,53,M,Italy,standard,tv,0,39.2,4,Mystery,frequent,2021-05-05,2024-12-29,2,14.99,44.46666666666667,666.5553333333334,787.3,787.3,1.4747919430707996,983.0304352108712
2257,29,F,UK,premium,tv,0,152.3,10,Crime,frequent,2021-02-14,2024-12-31,0,19.99,47.2,943.528,2032.6,2032.6,2.2257869979495837,2100.0923546013746
2258,25,M,USA,basic,mobile,0,78.0,3,Animation,rare,2022-11-12,2024-12-26,3,9.99,25.833333333333332,258.075,1227.0,1227.0,1.7399589916777227,449.03991677722826
2259,42,F,Australia,standard,tablet,0,62.6,5,Action,occasional,2020-10-28,2024-12-25,2,14.99,50.63333333333333,758.9936666666666,1010.5,1010.5,1.6093957303099746,1221.5211664656454
2260,55,M,Mexico,basic,tv,0,54.1,1,Animation,frequent,2020-04-20,2024-12-29,2,9.99,57.13333333333333,570.7620000000001,693.4,693.4,1.4181642745145338,809.4342776504644
2261,39,M,USA,standard,mobile,0,137.0,5,Mystery,frequent,2021-12-30,2024-12-28,1,14.99,36.46666666666667,546.6353333333334,1998.5,1998.5,2.20522253045471,1205.4525530092874
2262,35,M,Australia,basic,mobile,0,86.2,1,Sci-Fi,occasional,2020-01-17,2024-12-30,3,9.99,60.3,602.3969999999999,1011.1,1011.1,1.6097575684477143,969.7131299601976
2263,24,M,Canada,premium,laptop,0,108.5,7,Romance,rare,2021-05-29,2024-12-27,1,19.99,43.6,871.564,939.2,939.2,1.566397298275238,1365.2154948739596
2264,18,M,Japan,standard,tablet,1,90.0,1,Mystery,rare,2020-05-12,2024-09-19,3,14.99,53.03333333333333,794.9696666666666,937.8000000000001,937.8000000000001,1.565553009287179,1244.5671539420255
2265,23,M,Brazil,basic,tv,0,10.0,3,Thriller,occasional,2022-04-21,2024-12-28,3,9.99,32.733333333333334,327.00600000000003,141.4,141.4,1.0852731877939934,354.89084404776264
2266,46,F,India,standard,laptop,0,105.5,8,Romance,frequent,2023-03-01,2024-12-25,0,14.99,22.166666666666668,332.27833333333336,1028.5,1028.5,1.6202508744421662,538.374260141519
2267,25,M,Brazil,standard,mobile,0,98.3,7,Mystery,occasional,2020-03-17,2024-12-30,1,14.99,58.3,873.9169999999999,1640.5,1640.5,1.9893257749366784,1738.505613255337
2268,41,OTHER,France,standard,tv,0,114.3,4,Thriller,occasional,2020-05-09,2024-12-31,2,14.99,56.56666666666667,847.9343333333334,1382.3,1382.3,1.8336147629960198,1554.7849116511882
2269,43,M,Germany,standard,mobile,0,46.2,2,Romance,rare,2021-07-02,2024-12-27,2,14.99,42.46666666666667,636.5753333333333,628.8,628.8,1.3792063683512241,877.9687536686366
2270,34,F,USA,premium,tv,0,163.0,4,Sci-Fi,rare,2020-02-11,2024-12-30,1,19.99,59.46666666666667,1188.7386666666666,2308.4,2308.4,2.392111928597274,2843.595944518152
2271,33,F,USA,basic,laptop,0,58.1,1,Action,rare,2020-06-25,2024-12-29,3,9.99,54.93333333333333,548.784,767.0,767.0,1.4625497527439393,802.6239035098299
2272,22,OTHER,Canada,basic,mobile,0,40.7,5,Horror,frequent,2021-05-10,2024-12-25,3,9.99,44.166666666666664,441.22499999999997,686.5,686.5,1.414003135930527,623.8935336509467
2273,51,M,Japan,premium,laptop,1,202.1,12,Sci-Fi,occasional,2020-04-30,2024-09-13,0,19.99,53.233333333333334,1064.1343333333332,2489.5,2489.5,2.5013267398383787,2661.7476627467527
2274,33,F,Italy,premium,tv,0,97.5,6,Documentary,occasional,2020-10-27,2024-12-27,1,19.99,50.733333333333334,1014.1593333333333,2305.9,2305.9,2.3906042696900256,2424.4536324126566
2275,26,M,Mexico,basic,mobile,0,82.1,4,Comedy,occasional,2024-12-01,2024-12-31,3,9.99,1.0,9.99,888.7,888.7,1.535942588348812,15.344066457604633
2276,48,M,France,basic,tv,0,92.3,4,Mystery,occasional,2021-04-06,2024-12-25,2,9.99,45.3,452.54699999999997,1856.6,1856.6,2.1196478108792665,959.2402578699794
2277,20,M,Australia,premium,laptop,0,103.8,7,Action,occasional,2020-06-28,2024-12-31,1,19.99,54.9,1097.4509999999998,1004.3,1004.3,1.6056567362199976,1762.1295908213722
2278,34,M,Canada,basic,tv,0,89.2,2,Crime,frequent,2021-01-02,2024-12-28,3,9.99,48.53333333333333,484.848,1555.4,1555.4,1.9380050657339285,939.6378801109638
2279,52,OTHER,USA,standard,laptop,0,113.9,3,Fantasy,frequent,2021-03-15,2024-12-26,2,14.99,46.06666666666667,690.5393333333334,2126.8,2126.8,2.28259558557472,1576.222033932377
2280,46,F,France,premium,tv,0,146.7,13,Documentary,rare,2020-08-05,2024-12-26,0,19.99,53.46666666666667,1068.7986666666666,2029.0,2029.0,2.223615969123146,2376.597782977526
2281,35,F,Italy,basic,tv,0,51.0,2,Documentary,occasional,2021-02-25,2024-12-26,3,9.99,46.666666666666664,466.2,814.6,814.6,1.4912555783379569,695.2233506211554
2282,46,F,Italy,standard,tablet,0,88.8,2,Animation,rare,2020-12-05,2024-12-29,2,14.99,49.5,742.005,1417.0,1417.0,1.8545410686286334,1376.0787456277892
2283,26,M,Germany,basic,laptop,0,70.8,2,Comedy,frequent,2020-09-01,2024-12-28,3,9.99,52.63333333333333,525.807,1935.5,1935.5,2.1672295259920396,1139.5444553732964
2284,19,M,Italy,standard,mobile,0,63.7,4,Animation,occasional,2021-09-11,2024-12-28,3,14.99,40.13333333333333,601.5986666666666,843.5,843.5,1.508684115305753,907.6223521891206
2285,20,M,France,standard,tv,0,94.2,4,Action,frequent,2020-09-04,2024-12-25,1,14.99,52.43333333333333,785.9756666666666,1272.7,1272.7,1.7675189965022313,1389.2269216218388
2286,18,F,Spain,premium,mobile,0,130.5,5,Horror,frequent,2021-07-26,2024-12-28,1,19.99,41.7,833.583,1454.8,1454.8,1.8773368713062357,1564.9161011940657
2287,50,F,Spain,basic,tv,0,23.0,5,Action,frequent,2022-04-08,2024-12-27,2,9.99,33.13333333333333,331.002,226.5,226.5,1.1365938969967435,376.2148530937161
2288,34,M,Japan,standard,tv,0,112.8,5,Mystery,frequent,2022-02-09,2024-12-29,1,14.99,35.13333333333333,526.6486666666667,2048.0,2048.0,2.2350741768182365,1177.0988351224219
2289,32,M,UK,premium,tv,0,119.0,8,Drama,occasional,2020-03-20,2024-12-29,0,19.99,58.166666666666664,1162.7516666666666,1921.0,1921.0,2.1584851043299964,2509.782152534877
2290,33,M,India,premium,mobile,1,42.5,11,Drama,rare,2020-01-26,2024-09-13,0,19.99,56.4,1127.436,592.2,592.2,1.3571342419491015,1530.082001206127
2291,31,M,UK,premium,mobile,0,153.0,6,Action,occasional,2020-05-18,2024-12-28,1,19.99,56.166666666666664,1122.7716666666665,2570.5,2570.5,2.550174888433241,2863.2641097776705
2292,50,M,France,standard,tv,0,88.1,11,Mystery,occasional,2021-02-26,2024-12-25,0,14.99,46.6,698.534,1777.3,1777.3,2.071824870341334,1447.2401139790134
2293,29,F,Germany,basic,tablet,0,36.0,2,Crime,occasional,2024-02-11,2024-12-27,3,9.99,10.666666666666666,106.56,580.6,580.6,1.3501387046194668,143.87078036425038
2294,33,M,France,premium,laptop,0,95.0,11,Sci-Fi,frequent,2020-02-18,2024-12-26,0,19.99,59.1,1181.4089999999999,1018.7,1018.7,1.6143408515257507,1907.1968110601854
2295,23,M,Japan,basic,tablet,0,81.2,4,Animation,frequent,2022-03-11,2024-12-29,3,9.99,34.13333333333333,340.992,1305.3,1305.3,1.7871788686527559,609.4136967796405
2296,26,M,Japan,standard,mobile,1,99.0,7,Thriller,rare,2022-04-06,2024-09-12,1,14.99,29.666666666666668,444.7033333333334,1444.5,1444.5,1.8711253166083703,832.0956653801311
2297,41,M,Spain,standard,laptop,0,90.3,8,Romance,occasional,2021-06-10,2024-12-25,0,14.99,43.13333333333333,646.5686666666667,1049.2,1049.2,1.6327342901941866,1055.6748330318017
2298,19,M,Mexico,basic,mobile,0,63.4,4,Comedy,occasional,2023-01-17,2024-12-30,3,9.99,23.766666666666666,237.429,820.4,820.4,1.494753347002774,354.89779242552163
2299,29,F,Australia,premium,tv,0,78.6,6,Comedy,occasional,2022-05-03,2024-12-25,1,19.99,32.233333333333334,644.3443333333333,1035.2,1035.2,1.624291400313593,1046.6029594741285
2300,31,M,Brazil,premium,mobile,0,68.3,8,Mystery,occasional,2021-01-26,2024-12-26,1,19.99,47.666666666666664,952.8566666666666,702.8,702.8,1.4238330720057895,1356.7088348811965
2301,18,F,Spain,premium,laptop,0,105.5,5,Drama,occasional,2020-07-30,2024-12-26,1,19.99,53.666666666666664,1072.7966666666666,1249.6,1249.6,1.753588228199252,1881.2436059180636
2302,42,F,UK,premium,laptop,0,149.4,6,Horror,rare,2020-05-16,2024-12-25,0,19.99,56.13333333333333,1122.1053333333332,1077.5,1077.5,1.649800989024243,1851.250488722711
2303,23,F,Spain,standard,tv,0,74.4,2,Animation,occasional,2021-01-08,2024-12-25,3,14.99,48.233333333333334,723.0176666666667,1037.4,1037.4,1.625618140151972,1175.3506345836852
2304,23,F,France,standard,laptop,0,104.6,4,Crime,occasional,2021-02-16,2024-12-28,1,14.99,47.03333333333333,705.0296666666667,1565.3,1565.3,1.9439753950066336,1370.5603247497286
2305,54,F,Japan,premium,tv,0,114.5,3,Thriller,occasional,2020-11-02,2024-12-31,2,19.99,50.666666666666664,1012.8266666666666,1224.8,1224.8,1.7386322518393438,1760.933108189603
2306,18,M,Germany,basic,tablet,0,35.7,3,Documentary,occasional,2020-11-24,2024-12-26,3,9.99,49.766666666666666,497.169,480.2,480.2,1.2895911229043542,641.1447289832348
2307,50,M,Australia,basic,mobile,0,65.9,5,Crime,frequent,2020-02-27,2024-12-27,2,9.99,58.833333333333336,587.745,832.1,832.1,1.5018091906886986,882.6808427813291
2308,34,M,France,standard,laptop,0,112.4,4,Comedy,occasional,2020-02-19,2024-12-26,1,14.99,59.06666666666667,885.4093333333334,2025.0,2025.0,2.2212037148715473,1966.6745003819403
2309,31,F,USA,premium,tablet,0,77.3,4,Fantasy,occasional,2022-07-25,2024-12-26,3,19.99,29.5,589.7049999999999,1138.8,1138.8,1.6867687854299844,994.6959866119888
2310,24,F,USA,basic,tablet,0,50.3,2,Thriller,occasional,2020-04-01,2024-12-30,3,9.99,57.8,577.422,725.1,725.1,1.4372813894584489,829.9178944638765
2311,44,OTHER,Mexico,standard,mobile,1,120.1,3,Comedy,occasional,2022-10-01,2024-08-11,2,14.99,22.666666666666668,339.77333333333337,2064.4,2064.4,2.244964419249789,762.7790439432317
2312,47,F,USA,basic,mobile,0,66.4,2,Action,occasional,2020-06-23,2024-12-26,2,9.99,54.9,548.451,894.7,894.7,1.5395609697262091,844.3737534073092
2313,42,M,Spain,basic,mobile,0,50.6,1,Animation,frequent,2020-06-12,2024-12-25,2,9.99,55.233333333333334,551.7810000000001,678.0,678.0,1.408877095645881,777.3916127125799
2314,39,F,Japan,basic,tv,0,31.9,2,Romance,frequent,2020-03-22,2024-12-29,3,9.99,58.1,580.419,425.9,425.9,1.2568447714389097,729.4965853938005
2315,40,M,India,premium,mobile,0,154.0,9,Drama,rare,2020-08-07,2024-12-30,0,19.99,53.53333333333333,1070.1313333333333,2134.8,2134.8,2.287420094077916,2447.839915169059
2316,49,F,Canada,basic,tv,0,45.4,3,Crime,rare,2020-05-26,2024-12-27,2,9.99,55.86666666666667,558.1080000000001,806.6,806.6,1.4864310698347607,829.5890715233387
2317,18,F,UK,standard,mobile,0,99.3,6,Fantasy,occasional,2022-02-19,2024-12-29,1,14.99,34.8,521.6519999999999,1275.5,1275.5,1.76920757447835,922.9106696417801
2318,39,F,France,premium,tv,0,126.9,8,Documentary,rare,2022-07-21,2024-12-25,0,19.99,29.6,591.704,1806.3,1806.3,2.0893137136654203,1236.2552816306838
2319,20,F,UK,basic,tablet,0,32.7,5,Action,occasional,2022-03-23,2024-12-29,3,9.99,33.733333333333334,336.99600000000004,570.2,570.2,1.3438668435653118,452.8777508141359
2320,21,F,Spain,standard,tablet,0,100.6,4,Romance,rare,2020-04-15,2024-12-25,1,14.99,57.166666666666664,856.9283333333333,1398.6,1398.6,1.843444699071282,1579.6999935673218
2321,30,M,Brazil,premium,tablet,0,114.1,5,Documentary,frequent,2020-05-07,2024-12-28,1,19.99,56.53333333333333,1130.1013333333333,1798.6,1798.6,2.084670124231094,2355.8884869537246
2322,19,F,UK,basic,mobile,0,50.1,2,Drama,frequent,2020-07-02,2024-12-26,3,9.99,54.6,545.4540000000001,668.5,668.5,1.4031479917983356,765.3526847183695
2323,34,M,Australia,basic,tv,0,70.3,4,Sci-Fi,occasional,2020-02-05,2024-12-25,3,9.99,59.5,594.405,708.9,708.9,1.4275117597394766,848.5201275479436
2324,38,F,Mexico,premium,tv,1,130.3,5,Documentary,rare,2020-08-19,2024-07-27,1,19.99,47.93333333333333,958.1873333333332,2497.6,2497.6,2.506211554697865,2401.4201663651343
2325,32,M,Germany,basic,laptop,0,79.0,3,Sci-Fi,occasional,2023-06-27,2024-12-29,3,9.99,18.366666666666667,183.483,842.1,842.1,1.507839826317694,276.6629748522495
2326,44,F,Mexico,basic,mobile,0,74.1,4,Documentary,frequent,2020-06-24,2024-12-31,2,9.99,55.03333333333333,549.783,975.4,975.4,1.5882281992522012,873.1808640694729
2327,18,F,India,standard,tv,0,109.1,8,Horror,frequent,2020-12-05,2024-12-30,1,14.99,49.53333333333333,742.5046666666666,1422.7,1422.7,1.8579785309371608,1379.5577297873194
2328,48,F,Mexico,basic,mobile,1,47.1,3,Action,occasional,2022-01-06,2024-10-10,2,9.99,33.6,335.66400000000004,510.2,510.2,1.30768302979134,438.9421165118804
2329,34,M,Italy,standard,laptop,0,83.3,7,Romance,occasional,2023-06-19,2024-12-25,1,14.99,18.5,277.315,1949.0,1949.0,2.1753708840911834,603.2629767217466
2330,39,M,USA,premium,mobile,0,188.2,10,Drama,rare,2020-02-09,2024-12-31,0,19.99,59.56666666666667,1190.7376666666667,1540.2,1540.2,1.9288384995778554,2296.7406543641696
2331,34,F,Germany,standard,tv,0,89.6,5,Horror,occasional,2021-07-14,2024-12-31,1,14.99,42.2,632.5780000000001,841.0,841.0,1.5071764563985044,953.4066684356533
2332,28,M,Italy,premium,mobile,1,149.2,3,Comedy,occasional,2022-02-20,2024-11-08,1,19.99,33.06666666666667,661.0026666666666,1795.8,1795.8,2.0829815462549752,1376.8563566919952
2333,29,F,Italy,premium,tv,0,86.5,9,Comedy,frequent,2021-05-22,2024-12-28,0,19.99,43.86666666666667,876.8946666666666,1411.0,1411.0,1.850922687251236,1623.0642328629435
2334,18,F,Canada,premium,tv,0,114.5,3,Fantasy,frequent,2020-02-17,2024-12-31,1,19.99,59.3,1185.407,2817.5,2817.5,2.6991315884694247,3199.569478892775
2335,30,M,Mexico,standard,mobile,0,64.7,4,Action,rare,2024-07-29,2024-12-25,3,14.99,4.966666666666667,74.45033333333333,1334.3999999999999,1334.3999999999999,1.8047280183331322,134.3626025409078
2336,46,M,Japan,basic,tv,0,60.1,1,Animation,frequent,2021-01-27,2024-12-27,2,9.99,47.666666666666664,476.19,480.0,480.0,1.2894705101917743,614.032962248221
2337,30,M,Brazil,standard,tv,0,69.4,7,Fantasy,rare,2021-12-25,2024-12-25,3,14.99,36.53333333333333,547.6346666666666,618.0,618.0,1.3726932818719093,751.7344278534956
2338,36,F,India,standard,mobile,0,90.4,9,Animation,occasional,2021-03-30,2024-12-30,0,14.99,45.7,685.043,957.8,957.8,1.5776142805451694,1080.7336195875046
2339,18,F,France,premium,mobile,0,127.2,5,Action,rare,2021-04-04,2024-12-31,1,19.99,45.56666666666667,910.8776666666666,1274.2,1274.2,1.7684235918465805,1610.817555019499
2340,43,M,Japan,premium,tablet,0,87.4,7,Documentary,occasional,2020-05-25,2024-12-25,2,19.99,55.833333333333336,1116.1083333333333,914.1,914.1,1.55126040284646,1731.3746627869577
2341,37,M,USA,standard,tv,1,87.2,6,Horror,occasional,2020-11-12,2024-10-31,2,14.99,48.3,724.0169999999999,1189.8,1189.8,1.7175250271378601,1243.517317573272
2342,22,F,Italy,basic,mobile,0,16.3,1,Sci-Fi,occasional,2021-02-02,2024-12-28,3,9.99,47.5,474.52500000000003,257.1,257.1,1.155047642021469,548.0989823302376
2343,36,F,Germany,standard,laptop,0,80.3,5,Drama,frequent,2020-03-18,2024-12-27,2,14.99,58.166666666666664,871.9183333333333,1122.0,1122.0,1.676637317573272,1461.890815542958
2344,41,OTHER,Mexico,basic,tv,0,14.3,7,Documentary,frequent,2020-11-13,2024-12-30,3,9.99,50.266666666666666,502.164,372.40000000000003,372.40000000000003,1.2245808708237849,614.9404284163551
2345,40,F,Japan,standard,tv,1,80.1,7,Documentary,frequent,2022-09-06,2024-09-18,2,14.99,24.766666666666666,371.2523333333333,1219.0,1219.0,1.7351344831745266,644.1727255256703
2346,26,M,Spain,basic,tablet,0,41.1,3,Sci-Fi,frequent,2024-12-01,2024-12-30,3,9.99,1.0,9.99,560.9,560.9,1.3382583524303462,13.369200940779159
2347,34,F,Japan,premium,mobile,0,164.5,10,Fantasy,rare,2020-05-08,2024-12-25,0,19.99,56.4,1127.436,1428.8,1428.8,1.8616572186708478,2098.8993679893856
2348,45,M,Brazil,basic,tablet,1,68.0,3,Horror,occasional,2020-02-24,2024-11-10,2,9.99,57.36666666666667,573.093,1078.0,1078.0,1.6501025208056928,945.6622039560968
2349,18,M,Germany,premium,tablet,0,103.0,6,Animation,frequent,2021-08-22,2024-12-28,1,19.99,40.8,815.5919999999999,1845.4,1845.4,2.112893498974792,1723.2590346158481
2350,20,M,Japan,standard,tv,0,97.9,5,Action,occasional,2021-02-05,2024-12-29,1,14.99,47.43333333333333,711.0256666666667,901.1,901.1,1.5434205765287663,1097.4116443734172
2351,32,M,USA,standard,tv,0,101.1,5,Drama,rare,2022-07-18,2024-12-27,1,14.99,29.766666666666666,446.20233333333334,1643.4,1643.4,1.991074659269087,888.4221588067384
2352,19,M,Mexico,basic,tv,1,35.4,2,Sci-Fi,occasional,2021-05-03,2024-07-06,3,9.99,38.666666666666664,386.28,621.6,621.6,1.3748643106983476,531.0825859365576
2353,23,F,France,standard,laptop,0,79.6,7,Comedy,occasional,2020-12-18,2024-12-27,1,14.99,49.0,734.51,1814.2,1814.2,2.094077915812327,1538.1211699433122
2354,26,M,Spain,basic,mobile,0,95.0,2,Romance,occasional,2021-05-17,2024-12-26,3,9.99,43.96666666666667,439.22700000000003,2169.8,2169.8,2.308527318779399,1013.9675286455192
2355,28,F,India,standard,tv,0,139.0,5,Romance,occasional,2020-02-03,2024-12-27,1,14.99,59.63333333333333,893.9036666666667,2586.1,2586.1,2.5595826800144734,2288.020342801431
2356,38,F,India,premium,tablet,0,72.0,8,Thriller,rare,2021-01-18,2024-12-28,0,19.99,48.0,959.52,1149.2,1149.2,1.6930406464841394,1624.5063611144615
2357,48,M,Spain,basic,tablet,0,66.1,1,Horror,rare,2021-09-08,2024-12-30,2,9.99,40.3,402.597,610.7,610.7,1.3682909178627427,550.8698186587866
2358,18,F,Mexico,standard,tv,0,63.9,4,Romance,occasional,2020-07-17,2024-12-26,3,14.99,54.1,810.9590000000001,605.1,605.1,1.3649137619105054,1106.8890994451817
2359,40,M,Canada,premium,tv,0,114.1,7,Romance,frequent,2021-01-22,2024-12-30,0,19.99,47.93333333333333,958.1873333333332,1290.4,1290.4,1.778193221565553,1703.842221123306
2360,24,F,UK,basic,mobile,0,55.2,4,Romance,occasional,2020-11-05,2024-12-31,3,9.99,50.56666666666667,505.16100000000006,838.2,838.2,1.5054878784223857,760.5137621517309
2361,45,M,India,premium,tv,0,121.0,6,Thriller,occasional,2021-02-16,2024-12-25,0,19.99,46.93333333333333,938.1973333333332,1999.4,1999.4,2.2057652876613196,2069.4431108430826
2362,18,M,Spain,premium,mobile,0,133.3,5,Sci-Fi,rare,2021-02-21,2024-12-29,1,19.99,46.9,937.531,1121.8,1121.8,1.6765167048606924,1571.7863828247498
2363,36,M,Mexico,standard,mobile,0,115.0,3,Mystery,frequent,2020-02-09,2024-12-26,1,14.99,59.4,890.406,1232.5,1232.5,1.7432758412736702,1552.2232687251235
2364,45,M,Italy,standard,mobile,0,68.5,3,Animation,frequent,2020-08-22,2024-12-29,2,14.99,53.0,794.47,868.0,868.0,1.5234591725967916,1210.3426088529732
2365,30,F,India,premium,laptop,1,138.6,12,Romance,rare,2022-01-14,2024-08-14,0,19.99,31.433333333333334,628.3523333333333,1660.9,1660.9,2.001628271619829,1257.7277949382865
2366,34,OTHER,Japan,standard,mobile,0,117.0,4,Thriller,occasional,2020-07-11,2024-12-25,1,14.99,54.266666666666666,813.4573333333333,1169.3,1169.3,1.7051622240984199,1387.0767157158364
2367,53,M,Japan,premium,laptop,0,113.3,9,Drama,frequent,2021-05-17,2024-12-26,0,19.99,43.96666666666667,878.8936666666666,1358.5,1358.5,1.819261850199011,1598.9377181481927
2368,32,F,Germany,standard,mobile,0,101.4,2,Action,frequent,2020-04-15,2024-12-27,1,14.99,57.233333333333334,857.9276666666667,1149.3,1149.3,1.6931009528404295,1452.5581499014997
2369,47,F,Australia,standard,laptop,0,66.4,8,Documentary,occasional,2020-05-16,2024-12-26,2,14.99,56.166666666666664,841.9383333333333,886.2,886.2,1.5344349294415631,1291.8995871024806
2370,22,OTHER,USA,premium,tv,1,98.5,9,Drama,frequent,2020-03-14,2024-09-24,1,19.99,55.166666666666664,1102.7816666666665,1889.2,1889.2,2.1393076830297915,2359.189292204398
2371,31,M,UK,standard,mobile,0,52.1,4,Action,rare,2020-01-31,2024-12-27,3,14.99,59.733333333333334,895.4026666666667,652.4,652.4,1.3934386684356532,1247.6886995537332
2372,45,F,Canada,standard,tablet,0,124.7,3,Sci-Fi,occasional,2020-12-05,2024-12-31,2,14.99,49.56666666666667,743.0043333333334,1793.7,1793.7,2.081715112772886,1546.7233495557432
2373,21,F,USA,premium,tv,1,133.8,7,Thriller,occasional,2021-01-12,2024-09-14,1,19.99,44.7,893.553,1825.0,1825.0,2.100591002291641,1876.9893918707028
2374,34,F,France,standard,tv,0,131.0,8,Fantasy,frequent,2021-01-14,2024-12-26,0,14.99,48.06666666666667,720.5193333333334,1468.8,1468.8,1.885779761186829,1358.7407763438266
2375,36,M,France,standard,mobile,0,71.0,3,Action,rare,2020-09-11,2024-12-30,3,14.99,52.36666666666667,784.9763333333334,1222.9,1222.9,1.7374864310698348,1363.8857278776184
2376,33,M,France,standard,laptop,0,103.7,3,Thriller,frequent,2021-09-25,2024-12-30,1,14.99,39.733333333333334,595.6026666666667,1463.9,1463.9,1.8828247497286215,1121.4154418043663
2377,24,F,Canada,standard,mobile,0,78.6,3,Animation,occasional,2022-03-10,2024-12-30,3,14.99,34.2,512.658,1116.8,1116.8,1.6735013870461946,857.933874080328
2378,39,M,Canada,premium,tablet,0,91.9,14,Romance,occasional,2020-12-16,2024-12-26,0,19.99,49.03333333333333,980.1763333333332,1264.3,1264.3,1.7624532625738754,1727.5149765810315
2379,50,M,Mexico,premium,laptop,0,140.0,6,Romance,occasional,2020-07-04,2024-12-31,0,19.99,54.7,1093.453,1783.5,1783.5,2.0755638644313112,2269.5315342540107
2380,30,F,Canada,standard,tv,0,85.1,3,Animation,rare,2020-06-23,2024-12-31,3,14.99,55.06666666666667,825.4493333333334,962.8,962.8,1.5806295983596672,1304.7296482129218
2381,27,F,Germany,standard,tablet,0,111.8,9,Horror,frequent,2020-06-26,2024-12-28,0,14.99,54.86666666666667,822.4513333333333,2100.5,2100.5,2.266735013870462,1864.279234471113
2382,18,F,India,premium,tablet,0,131.2,7,Fantasy,occasional,2021-04-27,2024-12-30,1,19.99,44.766666666666666,894.8856666666666,1896.4,1896.4,2.143649740682668,1918.3214272906362
2383,31,F,Canada,basic,tv,0,61.3,2,Comedy,frequent,2020-09-07,2024-12-29,3,9.99,52.46666666666667,524.142,766.3,766.3,1.4621276082499095,766.3624888433242
2384,21,M,Australia,basic,tv,1,66.9,1,Fantasy,occasional,2020-07-10,2024-08-19,3,9.99,50.03333333333333,499.83299999999997,642.5,642.5,1.3874683391629477,693.5024623688336
2385,23,M,France,premium,tv,0,85.0,6,Mystery,occasional,2021-03-14,2024-12-26,1,19.99,46.1,921.539,753.5,753.5,1.4544083946447954,1340.2940575925702
2386,34,F,Japan,basic,mobile,0,90.0,3,Thriller,occasional,2020-02-21,2024-12-28,3,9.99,59.06666666666667,590.076,1185.6,1185.6,1.7149921601736824,1011.9757139066459
2387,38,F,Australia,basic,mobile,1,59.1,2,Fantasy,frequent,2020-07-21,2024-10-09,3,9.99,51.36666666666667,513.153,1172.6,1172.6,1.7071523338559884,876.0303415752021
2388,36,F,Japan,standard,laptop,0,81.8,4,Action,frequent,2020-01-19,2024-12-29,3,14.99,60.2,902.398,1543.0,1543.0,1.930527077553974,1742.103773730551
2389,38,F,Italy,basic,tv,0,60.2,1,Comedy,occasional,2020-08-01,2024-12-26,3,9.99,53.6,535.464,529.3,529.3,1.319201543842721,706.3849354721988
2390,51,M,UK,standard,mobile,1,136.3,5,Mystery,rare,2020-02-19,2024-07-16,2,14.99,53.63333333333333,803.9636666666667,2507.6,2507.6,2.5122421903268606,2019.7514428898808
2391,41,F,Italy,premium,tv,0,148.4,10,Comedy,occasional,2020-11-20,2024-12-30,0,19.99,50.03333333333333,1000.1663333333332,2993.9,2993.9,2.8055120009649017,2805.9786511277284
2392,18,F,Mexico,basic,tv,0,52.8,4,Drama,occasional,2020-11-27,2024-12-28,3,9.99,49.733333333333334,496.836,755.6999999999999,755.6999999999999,1.4557351344831746,723.2616212760826
2393,22,F,Brazil,basic,tv,0,74.9,6,Action,occasional,2020-07-12,2024-12-27,3,9.99,54.3,542.457,1368.3,1368.3,1.8251718731154263,990.0772587745748
