user_id,age,gender,country,subscription_plan,device_type,churn,avg_watch_time,sessions_per_week,preferred_genre,rating_behavior,join_date,last_active_date
3045,18,M,India,basic,mobile,0,48.2,1,Thriller,occasional,2020-07-18,2024-12-26
3046,18,F,Australia,basic,tablet,0,22.9,1,Mystery,occasional,2021-05-31,2024-12-26
3047,18,F,USA,basic,tv,1,38.3,3,Crime,frequent,2020-03-06,2024-08-31
3048,32,M,Australia,standard,tv,1,79.8,4,Sci-Fi,frequent,2021-01-15,2024-08-03
3049,26,F,India,standard,mobile,0,83.2,5,Documentary,occasional,2020-01-09,2024-12-25
3050,33,F,India,standard,mobile,0,110.8,2,Horror,occasional,2020-02-16,2024-12-30
3051,31,M,Germany,premium,tv,0,110.7,5,Animation,frequent,2020-06-15,2024-12-31
3052,45,F,Canada,standard,tv,0,56.8,5,Mystery,occasional,2020-07-18,2024-12-27
3053,29,M,UK,premium,tv,0,138.8,9,Thriller,occasional,2020-09-03,2024-12-26
3054,38,M,Canada,standard,laptop,0,88.6,4,Mystery,occasional,2020-10-22,2024-12-28
3055,38,F,Australia,premium,laptop,0,130.6,7,Romance,rare,2021-06-08,2024-12-25
3056,31,M,Canada,standard,laptop,0,138.2,8,Drama,occasional,2021-01-17,2024-12-29
3057,20,F,USA,standard,mobile,0,112.3,4,Documentary,occasional,2023-03-27,2024-12-28
3058,41,M,India,standard,mobile,0,107.4,5,Action,occasional,2022-03-22,2024-12-30
3059,32,M,France,standard,mobile,0,87.5,5,Thriller,rare,2020-06-01,2024-12-30
3060,24,M,France,basic,laptop,0,76.8,3,Romance,occasional,2022-04-05,2024-12-25
3061,35,F,France,standard,laptop,0,64.8,7,Sci-Fi,occasional,2022-02-03,2024-12-26
3062,29,F,UK,premium,tablet,0,108.0,7,Fantasy,occasional,2020-07-21,2024-12-30
3063,50,F,Spain,standard,laptop,0,124.1,3,Drama,frequent,2020-02-06,2024-12-31
3064,50,F,Spain,basic,tablet,0,66.1,4,Romance,frequent,2021-05-08,2024-12-25
3065,34,F,India,basic,tablet,0,83.8,5,Romance,occasional,2021-05-19,2024-12-30
3066,46,M,Spain,standard,mobile,0,81.4,4,Comedy,occasional,2020-05-17,2024-12-29
3067,29,F,France,standard,laptop,0,125.3,6,Documentary,rare,2020-02-22,2024-12-27
3068,26,M,Brazil,premium,tablet,0,97.2,6,Action,occasional,2022-01-12,2024-12-30
3069,24,F,Australia,premium,mobile,0,180.8,10,Horror,occasional,2021-07-04,2024-12-28
3070,60,F,Australia,basic,tablet,0,40.3,4,Comedy,occasional,2020-11-19,2024-12-26
3071,18,F,France,standard,mobile,0,45.9,9,Drama,occasional,2020-12-21,2024-12-25
3072,27,M,UK,standard,laptop,0,94.3,6,Thriller,occasional,2020-02-19,2024-12-31
3073,32,M,Japan,standard,tv,0,119.8,8,Crime,rare,2022-09-08,2024-12-31
3074,21,F,USA,standard,tv,0,122.5,3,Fantasy,occasional,2020-03-03,2024-12-29
3075,45,F,Italy,basic,tv,0,36.9,7,Horror,occasional,2020-07-02,2024-12-30
3076,32,F,Japan,premium,tv,0,149.2,12,Romance,frequent,2020-08-15,2024-12-25
3077,29,M,UK,basic,laptop,0,83.6,4,Horror,occasional,2020-02-27,2024-12-29
3078,25,F,India,standard,tv,0,82.3,6,Fantasy,occasional,2023-11-24,2024-12-26
3079,34,F,India,premium,laptop,1,164.0,8,Animation,occasional,2021-01-08,2024-07-08
3080,38,F,Italy,standard,tv,0,140.0,6,Sci-Fi,rare,2020-10-20,2024-12-27
3081,30,Other,Spain,standard,laptop,0,124.3,2,Mystery,occasional,2020-08-19,2024-12-28
3082,54,M,Australia,basic,laptop,1,48.7,1,Drama,rare,2020-08-27,2024-11-29
3083,36,M,Italy,basic,tablet,0,51.3,3,Horror,frequent,2021-06-08,2024-12-28
3084,41,M,UK,standard,laptop,0,93.6,6,Horror,occasional,2021-01-26,2024-12-25
3085,18,F,France,basic,tablet,0,58.3,1,Crime,occasional,2022-04-07,2024-12-28
3086,45,F,Brazil,standard,tablet,0,82.9,4,Sci-Fi,occasional,2020-01-10,2024-12-25
3087,48,Other,USA,standard,laptop,0,102.7,3,Mystery,frequent,2020-05-12,2024-12-28
3088,49,M,Germany,standard,laptop,0,88.8,6,Thriller,rare,2021-03-17,2024-12-31
3089,33,F,Japan,basic,mobile,1,63.0,1,Animation,occasional,2020-11-02,2024-09-21
3090,48,M,USA,standard,mobile,0,77.3,1,Romance,occasional,2020-11-27,2024-12-31
3091,42,F,India,standard,mobile,0,79.5,1,Comedy,occasional,2021-11-07,2024-12-29
3092,50,M,Mexico,basic,tablet,0,63.1,6,Fantasy,frequent,2020-11-16,2024-12-25
3093,31,F,Italy,standard,tv,0,46.4,4,Comedy,rare,2022-04-19,2024-12-30
3094,24,F,Mexico,standard,tablet,0,68.1,4,Thriller,occasional,2020-03-22,2024-12-27
3095,50,F,Mexico,standard,tv,0,119.7,6,Sci-Fi,occasional,2020-04-08,2024-12-26
3096,44,F,Japan,basic,mobile,0,44.0,1,Horror,occasional,2021-03-20,2024-12-25
3097,31,M,Canada,standard,tablet,0,73.9,5,Sci-Fi,frequent,2020-04-04,2024-12-29
3098,49,M,Italy,basic,tablet,1,42.4,2,Fantasy,frequent,2020-09-01,2024-10-30
3099,45,M,Italy,standard,tv,0,131.2,10,Romance,frequent,2020-07-09,2024-12-25
3100,25,F,Spain,basic,laptop,1,43.4,3,Sci-Fi,occasional,2020-04-30,2024-09-08
3101,34,F,UK,standard,tv,1,53.2,1,Fantasy,occasional,2023-10-01,2024-08-05
3102,18,F,USA,standard,mobile,0,70.7,4,Sci-Fi,occasional,2020-01-04,2024-12-27
3103,44,F,Mexico,basic,tv,0,78.5,1,Documentary,rare,2023-08-10,2024-12-26
3104,18,F,Spain,standard,mobile,0,114.7,7,Action,frequent,2021-12-29,2024-12-31
3105,22,F,USA,basic,tv,1,92.5,3,Mystery,rare,2020-04-10,2024-11-18
3106,37,M,Mexico,basic,tv,0,38.1,2,Sci-Fi,occasional,2020-01-20,2024-12-27
3107,44,F,Spain,basic,mobile,0,75.3,3,Comedy,occasional,2020-04-22,2024-12-30
3108,20,F,France,premium,laptop,0,158.9,6,Horror,rare,2021-10-29,2024-12-30
3109,51,F,Spain,standard,tv,0,69.4,7,Documentary,occasional,2020-11-30,2024-12-28
3110,18,M,USA,basic,laptop,1,88.2,6,Horror,rare,2021-08-26,2024-10-03
3111,22,Other,Mexico,premium,tablet,0,61.0,7,Thriller,rare,2020-02-19,2024-12-30
3112,26,F,Spain,standard,tv,0,93.1,7,Fantasy,occasional,2020-11-20,2024-12-25
3113,26,F,Italy,standard,tv,0,76.9,3,Mystery,frequent,2022-12-10,2024-12-26
3114,46,M,Australia,standard,mobile,0,94.8,6,Action,occasional,2023-04-02,2024-12-25
3115,57,F,Canada,standard,laptop,1,99.6,2,Animation,rare,2021-12-21,2024-07-16
3116,18,M,Brazil,standard,tv,1,124.5,7,Comedy,occasional,2023-04-25,2024-09-23
3117,39,F,Canada,premium,tablet,0,153.3,4,Crime,frequent,2020-01-17,2024-12-27
3118,31,M,Australia,standard,mobile,0,73.1,5,Fantasy,frequent,2022-01-11,2024-12-27
3119,30,M,UK,basic,laptop,0,77.4,2,Drama,rare,2022-08-05,2024-12-26
3120,33,M,Germany,premium,mobile,0,121.6,8,Documentary,occasional,2021-10-09,2024-12-26
3121,18,M,Germany,premium,tv,0,164.0,6,Fantasy,rare,2023-10-30,2024-12-28
3122,22,F,India,premium,laptop,0,143.1,10,Action,occasional,2020-10-26,2024-12-30
3123,26,M,USA,standard,tablet,0,84.0,7,Comedy,rare,2020-10-16,2024-12-27
3124,33,F,UK,premium,mobile,0,118.6,6,Comedy,rare,2022-10-14,2024-12-30
3125,43,F,Australia,basic,laptop,1,64.3,5,Fantasy,frequent,2020-09-03,2024-07-13
3126,33,F,Germany,basic,mobile,1,68.5,1,Horror,occasional,2022-03-25,2024-08-11
3127,31,M,Australia,basic,tv,0,59.8,5,Fantasy,occasional,2020-03-22,2024-12-30
3128,18,M,Canada,standard,mobile,0,118.1,1,Crime,frequent,2020-10-29,2024-12-28
3129,29,F,USA,premium,laptop,0,128.3,8,Thriller,occasional,2021-04-19,2024-12-30
3130,27,F,Mexico,premium,tv,0,114.5,9,Drama,occasional,2020-06-04,2024-12-27
3131,20,M,Spain,premium,mobile,1,121.5,7,Mystery,occasional,2021-12-17,2024-08-27
3132,22,F,Canada,premium,tv,0,139.7,13,Animation,rare,2021-02-09,2024-12-29
3133,33,M,Australia,premium,mobile,0,139.1,7,Comedy,occasional,2021-05-08,2024-12-25
3134,57,M,Brazil,basic,tv,0,51.1,1,Horror,rare,2020-03-18,2024-12-31
3135,30,M,Spain,standard,tv,0,67.3,4,Mystery,frequent,2021-04-21,2024-12-28
3136,24,M,India,standard,laptop,0,39.0,7,Comedy,occasional,2021-10-29,2024-12-29
3137,35,F,Canada,basic,tablet,0,43.5,4,Action,rare,2020-01-23,2024-12-28
3138,21,F,Canada,premium,tv,0,118.4,13,Romance,occasional,2022-06-04,2024-12-31
3139,45,Other,Canada,premium,tv,0,115.1,7,Mystery,rare,2021-12-26,2024-12-30
3140,33,M,Mexico,standard,tablet,0,69.7,1,Mystery,occasional,2020-02-20,2024-12-31
3141,30,M,Spain,standard,tv,0,68.6,2,Drama,rare,2020-02-16,2024-12-31
3142,61,M,USA,standard,tv,0,54.6,4,Crime,rare,2020-02-02,2024-12-28
3143,30,M,UK,standard,tv,0,121.6,2,Animation,frequent,2020-01-13,2024-12-29
3144,31,M,Australia,standard,tv,1,83.7,5,Documentary,frequent,2020-11-27,2024-10-20
3145,18,M,Germany,standard,mobile,1,73.5,4,Action,occasional,2022-08-15,2024-10-16
3146,42,M,India,standard,tablet,0,125.9,5,Action,occasional,2020-06-03,2024-12-25
3147,18,F,UK,premium,tv,0,149.8,7,Horror,rare,2020-05-08,2024-12-29
3148,37,M,France,premium,tv,0,86.0,9,Documentary,rare,2021-01-04,2024-12-26
3149,22,F,Canada,premium,tv,0,120.1,4,Mystery,occasional,2020-01-19,2024-12-29
3150,39,M,Italy,basic,tablet,0,45.2,3,Animation,rare,2020-01-30,2024-12-30
3151,18,M,UK,basic,tablet,0,66.7,5,Documentary,rare,2024-12-01,2024-12-28
3152,36,F,Spain,basic,tv,0,69.2,1,Crime,occasional,2020-10-04,2024-12-29
3153,24,F,Brazil,basic,tv,0,35.5,2,Fantasy,occasional,2020-01-21,2024-12-28
3154,35,F,UK,premium,mobile,0,88.5,7,Crime,frequent,2020-07-26,2024-12-31
3155,46,M,Germany,basic,tablet,0,50.7,5,Thriller,frequent,2020-07-26,2024-12-26
3156,24,M,UK,basic,tv,0,68.4,2,Sci-Fi,occasional,2023-07-13,2024-12-29
3157,48,F,Brazil,premium,mobile,0,109.1,10,Animation,occasional,2020-08-17,2024-12-28
3158,29,M,USA,premium,tv,0,121.7,6,Thriller,occasional,2020-06-04,2024-12-31
3159,25,F,Japan,standard,mobile,0,104.0,10,Action,occasional,2022-09-18,2024-12-30
3160,39,Other,Mexico,premium,laptop,0,120.5,6,Comedy,rare,2020-06-08,2024-12-26
3161,42,M,Japan,standard,tv,1,124.4,5,Romance,occasional,2021-11-18,2024-09-26
3162,31,M,Spain,basic,tablet,0,44.7,2,Comedy,rare,2020-03-16,2024-12-26
3163,44,F,France,basic,tablet,0,49.9,4,Crime,occasional,2021-06-27,2024-12-31
3164,27,F,Italy,basic,tablet,1,41.2,6,Crime,frequent,2021-11-23,2024-10-12
3165,18,F,Italy,standard,laptop,0,133.8,5,Horror,occasional,2022-10-07,2024-12-25
3166,36,F,Mexico,standard,laptop,0,102.4,3,Drama,frequent,2020-05-17,2024-12-25
3167,35,M,Japan,basic,mobile,0,52.8,2,Sci-Fi,frequent,2020-02-23,2024-12-31
3168,43,M,Italy,premium,mobile,0,116.2,11,Thriller,occasional,2021-08-13,2024-12-27
3169,44,F,UK,basic,mobile,0,112.6,2,Comedy,occasional,2020-09-22,2024-12-31
3170,23,M,Italy,standard,mobile,1,62.2,7,Fantasy,occasional,2022-03-27,2024-08-22
3171,24,F,Italy,basic,tablet,0,71.0,3,Romance,occasional,2020-06-08,2024-12-25
3172,41,F,Germany,basic,tv,0,39.4,1,Horror,occasional,2020-07-03,2024-12-28
3173,41,M,Canada,standard,tv,1,110.9,6,Thriller,rare,2020-07-22,2024-11-30
3174,30,M,Germany,basic,tablet,0,41.7,4,Horror,occasional,2021-02-24,2024-12-31
3175,26,M,Brazil,premium,tablet,0,110.7,10,Romance,occasional,2020-12-12,2024-12-29
3176,20,F,France,basic,tv,0,92.6,5,Animation,rare,2020-04-04,2024-12-27
3177,41,Other,France,basic,tablet,0,30.6,3,Thriller,frequent,2020-02-02,2024-12-25
3178,36,Other,Australia,basic,laptop,1,53.4,3,Romance,frequent,2021-01-18,2024-10-10
3179,50,F,Italy,basic,tablet,0,66.8,5,Horror,rare,2022-05-01,2024-12-31
3180,20,F,UK,basic,mobile,0,57.8,1,Mystery,frequent,2020-06-03,2024-12-31
3181,38,M,Japan,premium,tv,0,86.7,10,Crime,occasional,2020-01-18,2024-12-28
3182,51,F,Australia,premium,mobile,0,109.3,5,Documentary,occasional,2021-05-05,2024-12-25
3183,26,F,Italy,standard,laptop,0,142.5,4,Romance,rare,2020-11-05,2024-12-31
3184,18,M,Canada,standard,tablet,0,70.9,4,Horror,occasional,2021-09-21,2024-12-26
3185,18,F,UK,basic,tv,0,26.3,4,Action,occasional,2021-02-21,2024-12-27
3186,38,M,India,standard,tablet,0,140.8,4,Sci-Fi,frequent,2020-09-22,2024-12-31
3187,22,F,Brazil,standard,laptop,0,93.8,6,Animation,frequent,2020-06-20,2024-12-25
3188,18,F,UK,premium,tv,0,103.5,11,Animation,occasional,2020-04-22,2024-12-30
3189,53,M,Spain,basic,mobile,1,75.6,4,Comedy,frequent,2022-06-14,2024-09-23
3190,44,F,Mexico,standard,mobile,1,61.1,4,Animation,frequent,2020-06-13,2024-08-17
3191,55,M,Japan,standard,mobile,0,80.9,3,Fantasy,frequent,2020-06-14,2024-12-26
3192,54,F,India,premium,tv,0,98.9,11,Comedy,frequent,2020-04-14,2024-12-30
3193,45,F,Spain,basic,mobile,0,56.1,3,Romance,occasional,2020-03-21,2024-12-27
3194,33,M,Germany,standard,mobile,0,100.7,6,Thriller,occasional,2020-03-11,2024-12-27
3195,32,M,Germany,premium,mobile,0,96.6,5,Documentary,occasional,2020-01-04,2024-12-29
3196,47,M,Canada,premium,laptop,0,134.8,4,Crime,occasional,2020-06-22,2024-12-25
3197,20,F,Japan,standard,tv,0,101.9,4,Comedy,rare,2023-10-28,2024-12-27
3198,34,M,Japan,premium,mobile,0,158.8,7,Documentary,frequent,2021-11-25,2024-12-26
3199,45,F,UK,premium,tv,0,91.6,11,Mystery,frequent,2023-05-21,2024-12-26
3200,31,M,Spain,standard,tv,0,38.0,5,Fantasy,frequent,2020-08-11,2024-12-25
3201,47,F,France,basic,tablet,0,63.4,3,Comedy,occasional,2020-07-02,2024-12-26
3202,18,F,Mexico,standard,mobile,0,103.3,6,Documentary,frequent,2021-08-28,2024-12-25
3203,55,F,India,basic,tablet,1,59.8,1,Crime,occasional,2020-08-23,2024-07-08
3204,35,F,France,premium,tv,0,112.6,7,Crime,frequent,2020-05-17,2024-12-31
3205,23,M,Canada,standard,mobile,0,95.8,5,Romance,occasional,2020-05-21,2024-12-26
3206,21,M,Germany,standard,tablet,0,124.8,8,Fantasy,rare,2022-01-15,2024-12-25
3207,37,F,France,standard,mobile,1,79.8,6,Sci-Fi,rare,2023-08-06,2024-09-13
3208,66,F,India,standard,tv,1,94.8,7,Thriller,occasional,2020-05-05,2024-08-24
3209,48,M,UK,standard,laptop,0,88.4,3,Drama,frequent,2020-01-10,2024-12-28
3210,62,F,Mexico,premium,tv,0,118.3,4,Action,occasional,2021-07-17,2024-12-25
3211,33,F,Spain,premium,tablet,0,75.7,11,Action,occasional,2022-10-08,2024-12-29
3212,21,F,USA,basic,tv,0,100.1,3,Comedy,occasional,2020-05-19,2024-12-26
3213,31,F,Japan,standard,tv,1,122.6,4,Thriller,rare,2020-09-17,2024-08-19
3214,30,F,Spain,standard,mobile,0,64.6,7,Mystery,rare,2020-08-25,2024-12-31
3215,23,M,UK,premium,mobile,0,122.7,11,Thriller,occasional,2020-12-08,2024-12-30
3216,37,F,Canada,premium,tv,0,181.5,6,Action,rare,2020-10-28,2024-12-28
3217,43,M,Brazil,standard,tv,0,90.2,9,Action,occasional,2020-01-11,2024-12-28
3218,35,F,Germany,premium,tv,0,148.0,7,Horror,occasional,2021-08-14,2024-12-25
3219,30,Other,Spain,premium,tv,0,56.3,2,Documentary,occasional,2020-02-21,2024-12-29
3220,39,M,Australia,standard,tv,0,69.3,5,Sci-Fi,frequent,2020-11-14,2024-12-30
3221,46,Other,Spain,standard,mobile,1,82.5,7,Romance,occasional,2020-08-24,2024-08-24
3222,18,M,USA,basic,mobile,0,11.9,4,Animation,occasional,2020-01-15,2024-12-27
3223,50,M,Mexico,basic,laptop,0,50.3,2,Crime,frequent,2021-03-16,2024-12-29
3224,32,F,India,standard,tv,0,111.3,7,Sci-Fi,frequent,2020-03-04,2024-12-25
3225,19,M,USA,basic,mobile,0,67.3,4,Sci-Fi,occasional,2020-07-22,2024-12-25
3226,43,M,Italy,basic,mobile,0,83.7,5,Horror,rare,2020-09-16,2024-12-30
3227,28,F,Germany,basic,tv,0,43.7,4,Action,occasional,2021-02-09,2024-12-30
3228,30,M,Japan,basic,mobile,1,59.6,5,Romance,occasional,2020-02-28,2024-10-03
3229,25,F,Mexico,premium,laptop,0,52.2,9,Animation,occasional,2021-06-05,2024-12-25
3230,33,F,USA,premium,mobile,0,109.1,13,Mystery,frequent,2022-01-19,2024-12-25
3231,36,M,Japan,basic,tablet,0,40.3,5,Action,occasional,2021-01-12,2024-12-29
3232,21,F,Mexico,premium,tv,0,111.4,7,Romance,frequent,2024-09-19,2024-12-30
3233,42,F,USA,premium,tablet,0,154.9,6,Animation,rare,2020-07-31,2024-12-31
3234,33,F,Italy,standard,mobile,0,83.6,3,Horror,frequent,2023-01-06,2024-12-26
3235,44,M,Japan,basic,tablet,0,56.3,2,Comedy,frequent,2020-01-27,2024-12-25
3236,39,F,India,basic,tv,1,55.7,4,Documentary,occasional,2020-04-08,2024-11-09
3237,41,Other,Spain,basic,tv,0,56.1,2,Animation,frequent,2020-03-25,2024-12-31
3238,42,M,Japan,standard,mobile,1,122.4,2,Action,frequent,2020-07-01,2024-11-09
3239,31,M,Germany,premium,mobile,0,108.3,12,Documentary,frequent,2020-10-16,2024-12-26
3240,33,F,Spain,basic,mobile,0,58.3,3,Fantasy,occasional,2020-07-08,2024-12-28
3241,32,F,Australia,standard,mobile,1,116.1,5,Mystery,occasional,2020-08-11,2024-08-23
3242,27,F,Australia,standard,mobile,0,113.2,5,Comedy,occasional,2020-02-04,2024-12-26
3243,51,F,Brazil,premium,tablet,0,112.8,8,Action,occasional,2020-07-13,2024-12-26
3244,18,F,India,standard,mobile,0,79.8,2,Fantasy,occasional,2021-10-27,2024-12-27
3245,50,M,Australia,premium,tv,1,119.6,11,Thriller,occasional,2020-06-20,2024-09-10
3246,43,F,UK,standard,tablet,0,101.4,4,Crime,rare,2020-08-17,2024-12-26
3247,27,F,Germany,premium,tv,0,144.9,8,Mystery,frequent,2024-12-01,2024-12-30
3248,22,M,UK,standard,tv,0,44.9,4,Fantasy,occasional,2020-11-13,2024-12-31
3249,42,F,France,standard,tv,0,103.2,8,Crime,frequent,2020-05-30,2024-12-29
3250,34,F,Germany,standard,tv,0,118.4,3,Action,occasional,2020-04-19,2024-12-29
3251,19,M,Italy,basic,mobile,0,47.4,4,Sci-Fi,frequent,2021-08-20,2024-12-26
3252,29,F,Italy,premium,tv,0,85.8,7,Comedy,rare,2020-09-16,2024-12-30
3253,52,F,Australia,standard,mobile,0,106.2,3,Crime,occasional,2020-11-25,2024-12-28
3254,57,F,Japan,standard,tablet,0,72.1,11,Animation,occasional,2020-03-09,2024-12-26
3255,35,M,Italy,standard,tablet,0,109.1,3,Comedy,occasional,2020-04-12,2024-12-29
3256,23,F,Mexico,standard,mobile,1,37.2,4,Mystery,occasional,2021-09-15,2024-10-14
3257,41,F,Mexico,standard,laptop,0,104.5,6,Crime,occasional,2020-01-19,2024-12-26
3258,18,Other,Japan,premium,tv,0,204.6,11,Thriller,frequent,2020-08-23,2024-12-30
3259,24,M,Australia,basic,tv,0,66.2,5,Action,frequent,2020-01-13,2024-12-25
3260,33,M,Canada,standard,tablet,0,79.4,8,Animation,frequent,2020-03-03,2024-12-30
3261,45,F,India,basic,tablet,0,66.3,1,Animation,occasional,2022-11-14,2024-12-27
3262,57,Other,India,premium,tablet,0,139.0,7,Horror,occasional,2020-09-06,2024-12-27
3263,36,F,India,premium,mobile,1,100.6,6,Mystery,rare,2021-05-22,2024-09-25
3264,38,M,Japan,standard,tablet,0,97.5,8,Thriller,rare,2021-10-15,2024-12-28
3265,37,M,Mexico,basic,laptop,0,27.4,5,Sci-Fi,occasional,2021-03-25,2024-12-27
3266,44,M,Australia,standard,tv,0,75.8,6,Horror,occasional,2021-01-30,2024-12-28
3267,33,M,Italy,standard,tablet,0,100.4,4,Action,frequent,2020-05-11,2024-12-25
3268,18,M,India,premium,tablet,0,50.5,7,Action,occasional,2020-03-25,2024-12-31
3269,22,F,Italy,premium,laptop,0,181.8,11,Drama,rare,2022-01-17,2024-12-26
3270,26,F,UK,standard,tv,0,68.5,5,Animation,frequent,2023-04-09,2024-12-25
3271,37,M,UK,standard,mobile,0,99.5,7,Thriller,frequent,2021-09-03,2024-12-26
3272,39,M,Spain,standard,tv,0,62.4,1,Documentary,occasional,2020-07-06,2024-12-28
3273,27,F,Italy,premium,mobile,0,145.0,10,Documentary,occasional,2020-09-04,2024-12-25
3274,25,Other,India,standard,mobile,0,55.4,5,Mystery,occasional,2020-02-28,2024-12-26
3275,60,F,India,standard,tv,0,100.0,1,Sci-Fi,occasional,2022-11-04,2024-12-27
3276,34,F,UK,premium,tablet,1,172.4,7,Fantasy,occasional,2020-06-09,2024-11-01
3277,18,M,Australia,standard,tv,0,96.0,5,Sci-Fi,occasional,2022-03-05,2024-12-28
3278,37,M,Canada,basic,tv,0,77.4,7,Fantasy,occasional,2020-10-16,2024-12-25
3279,39,M,Italy,standard,tablet,0,98.7,6,Thriller,frequent,2020-04-30,2024-12-26
3280,47,M,Brazil,basic,tv,0,50.1,3,Romance,rare,2020-05-01,2024-12-30
3281,39,M,Spain,basic,tv,0,65.3,2,Sci-Fi,occasional,2020-06-18,2024-12-30
3282,19,M,India,basic,tv,0,11.0,3,Comedy,occasional,2020-04-26,2024-12-26
3283,35,F,Germany,basic,tv,1,72.1,2,Crime,occasional,2020-01-18,2024-11-01
3284,47,F,Germany,basic,laptop,0,27.1,4,Mystery,occasional,2020-10-08,2024-12-26
3285,35,M,Mexico,basic,mobile,0,63.5,2,Drama,frequent,2021-01-06,2024-12-25
3286,34,F,Italy,premium,mobile,0,121.6,8,Sci-Fi,occasional,2024-01-06,2024-12-25
3287,34,F,France,standard,tv,0,78.7,5,Comedy,frequent,2020-03-25,2024-12-26
3288,18,M,USA,basic,laptop,1,27.4,6,Romance,occasional,2021-12-28,2024-08-20
3289,38,F,USA,standard,laptop,0,117.8,3,Horror,occasional,2021-03-29,2024-12-30
3290,41,F,Brazil,standard,laptop,0,102.5,3,Thriller,rare,2020-01-17,2024-12-26
3291,30,F,USA,premium,mobile,0,70.8,7,Fantasy,occasional,2020-05-18,2024-12-26
3292,31,M,Australia,standard,laptop,0,82.5,6,Crime,occasional,2020-09-04,2024-12-31
3293,18,F,Brazil,standard,mobile,1,91.6,2,Mystery,occasional,2021-11-24,2024-10-29
3294,20,M,Germany,premium,tablet,1,53.6,6,Crime,rare,2020-01-20,2024-08-11
3295,38,F,Australia,standard,tv,0,134.4,1,Comedy,rare,2020-09-17,2024-12-25
3296,45,F,Germany,standard,tv,0,76.7,4,Fantasy,frequent,2020-03-06,2024-12-26
3297,20,F,France,basic,tablet,0,65.1,1,Sci-Fi,occasional,2021-11-20,2024-12-31
3298,31,F,Canada,standard,tablet,1,53.3,5,Romance,frequent,2020-02-22,2024-11-11
3299,18,M,USA,basic,tablet,0,64.9,6,Action,frequent,2021-04-21,2024-12-25
3300,20,F,Mexico,standard,laptop,0,95.6,6,Crime,occasional,2021-04-18,2024-12-26
3301,62,F,Canada,standard,mobile,0,95.1,4,Sci-Fi,occasional,2020-01-17,2024-12-31
3302,34,M,Italy,premium,mobile,0,172.7,9,Thriller,rare,2021-09-13,2024-12-31
3303,30,M,Brazil,standard,mobile,0,60.3,4,Romance,rare,2023-09-21,2024-12-29
3304,30,M,Japan,premium,tv,0,170.8,11,Romance,occasional,2021-01-12,2024-12-29
3305,40,M,France,standard,tablet,0,118.9,7,Documentary,occasional,2020-03-15,2024-12-31
3306,33,F,UK,standard,mobile,0,75.2,3,Action,occasional,2020-11-16,2024-12-28
3307,34,M,Mexico,basic,tv,1,62.3,1,Sci-Fi,frequent,2021-01-23,2024-10-27
3308,30,M,India,basic,mobile,0,50.1,2,Horror,rare,2023-02-19,2024-12-28
3309,18,F,Japan,premium,laptop,0,106.8,6,Drama,frequent,2020-06-14,2024-12-26
3310,24,F,Canada,premium,tv,1,103.7,6,Comedy,occasional,2021-08-13,2024-07-21
3311,47,M,Mexico,premium,mobile,0,133.5,8,Documentary,frequent,2023-01-25,2024-12-26
3312,61,M,Canada,standard,mobile,0,80.1,4,Documentary,occasional,2020-03-14,2024-12-25
3313,47,F,Japan,basic,mobile,1,66.7,2,Crime,occasional,2020-01-17,2024-07-14
3314,30,M,India,premium,tablet,0,148.2,9,Mystery,occasional,2020-06-07,2024-12-29
3315,24,F,Canada,standard,tv,1,111.2,3,Comedy,occasional,2020-09-18,2024-07-09
3316,39,F,Mexico,premium,mobile,0,146.9,11,Drama,occasional,2020-01-08,2024-12-26
3317,31,F,Australia,standard,laptop,0,141.7,4,Documentary,occasional,2023-09-07,2024-12-29
3318,22,M,Canada,premium,mobile,0,142.3,8,Horror,frequent,2020-03-15,2024-12-25
3319,39,M,Mexico,basic,tablet,1,74.6,1,Crime,occasional,2020-10-13,2024-10-26
3320,28,F,Italy,standard,laptop,0,83.4,7,Documentary,occasional,2021-07-31,2024-12-26
3321,45,M,Italy,basic,laptop,0,32.9,2,Documentary,occasional,2022-06-09,2024-12-30
3322,28,M,USA,basic,laptop,0,51.3,1,Thriller,occasional,2020-10-06,2024-12-29
3323,37,M,Australia,premium,tv,0,154.7,7,Sci-Fi,rare,2021-01-14,2024-12-31
3324,46,F,France,premium,mobile,0,155.0,11,Sci-Fi,frequent,2020-01-26,2024-12-26
3325,18,F,USA,standard,mobile,0,72.6,7,Thriller,rare,2021-10-03,2024-12-26
3326,28,M,UK,standard,tablet,0,51.0,4,Mystery,rare,2020-02-21,2024-12-28
3327,33,M,Mexico,premium,mobile,0,48.1,3,Sci-Fi,occasional,2020-07-23,2024-12-29
3328,41,M,Japan,premium,tablet,0,92.2,5,Documentary,occasional,2020-02-07,2024-12-27
3329,46,M,India,standard,mobile,0,96.0,10,Sci-Fi,occasional,2021-06-05,2024-12-31
3330,22,M,Australia,standard,mobile,0,57.7,4,Documentary,occasional,2020-09-20,2024-12-25
3331,28,M,Canada,basic,tv,0,50.8,3,Fantasy,rare,2020-07-09,2024-12-29
3332,44,F,India,basic,tablet,0,55.2,2,Comedy,occasional,2020-05-19,2024-12-25
3333,23,M,UK,standard,tv,0,42.5,2,Drama,occasional,2024-01-26,2024-12-30
3334,49,F,India,standard,laptop,0,123.3,7,Comedy,occasional,2020-08-08,2024-12-27
